t,user,final_status,edge_id,delay
0,77,edge,11,44.22159973953415
0,37,edge,6,130.49416544749513
0,16,edge,7,204.7727390559874
0,56,edge,9,183.72605474050314
0,25,edge,6,23.070938301556833
0,20,edge,0,16.123218503764754
0,53,edge,16,61.00284960891027
0,57,edge,18,67.42506657059634
0,29,edge,13,48.7410632243626
0,23,edge,10,117.41704913011746
0,29,edge,6,63.94380838125119
0,56,edge,9,85.38147370396736
0,56,edge,9,107.33916087728753
0,60,edge,16,55.27612798592987
0,53,edge,16,135.84840528277041
0,51,edge,8,29.587027874683244
0,4,edge,3,59.35693727693421
0,28,edge,10,149.4210683885704
0,11,edge,7,53.92139910289038
0,23,edge,18,38.22576007758971
0,55,edge,16,78.69913044039193
0,14,edge,18,81.93469566528077
0,22,edge,3,39.973736248224334
0,48,edge,8,38.75741214408412
0,5,edge,5,34.241039343909364
0,40,edge,15,41.32979129637452
0,69,edge,9,50.38414757002611
1,25,edge,17,64.27047752182244
1,25,edge,17,66.42692969804747
1,30,edge,7,34.77263594002686
1,5,edge,5,42.695970218994205
1,60,edge,16,69.71938819150148
1,70,edge,17,41.728904746280946
1,78,edge,8,87.86483026439696
1,48,edge,11,27.33437278247354
1,17,edge,13,53.374082083961206
1,7,edge,1,157.22663498594213
1,54,edge,12,95.97300578834052
1,49,edge,6,47.066767396529116
1,19,edge,18,147.52950095635074
1,38,edge,9,52.0274531672657
1,29,edge,13,28.92993965115761
1,6,edge,11,90.2141315542407
1,50,edge,6,15.661806225314702
1,15,edge,4,50.22454767681515
1,20,edge,1,56.32696095964627
1,32,edge,18,76.13300130188594
1,52,edge,19,24.27482670695752
1,67,edge,6,14.62338068781163
1,55,edge,16,115.54972464849503
1,41,edge,18,23.333660614258722
1,58,edge,13,23.21548974237903
1,19,edge,17,232.34988849318043
1,44,edge,11,40.22065921084454
1,47,edge,15,39.694432980844404
1,43,edge,1,182.0162498129857
1,31,edge,1,61.49568088602477
1,38,edge,9,19.610148443372342
1,11,edge,7,20.465777438501235
1,34,edge,17,73.36403137486322
1,76,edge,0,20.140525060009313
1,71,edge,11,49.32395023008831
1,74,edge,1,41.53727780297984
1,30,edge,4,50.025369221457844
1,21,edge,5,84.31841833044051
1,76,edge,0,38.26237776520558
2,48,edge,11,23.814200711188697
2,53,edge,16,126.54513240249427
2,65,edge,6,38.75275627903669
2,6,edge,11,43.86880506742076
2,34,edge,18,117.12060673246746
2,13,edge,18,39.99650090409044
2,37,edge,16,54.080719404724206
2,0,edge,1,50.02610296196636
2,63,edge,14,36.15591884883563
2,59,edge,16,161.5601765257812
2,65,edge,6,16.67178758943262
2,7,edge,11,158.39200472267717
2,74,edge,7,25.71155666590199
2,54,edge,7,40.486127114769616
2,39,edge,6,85.06724454805025
2,68,edge,8,95.23014123235374
2,36,edge,15,84.98757118537321
2,52,edge,6,29.584035259940865
2,66,edge,10,39.670460249136376
2,30,edge,12,97.7028825007932
2,77,edge,15,46.26073644658776
2,68,edge,14,63.707545800453275
2,25,edge,6,36.66753201897047
2,78,edge,5,73.11770825613398
2,20,edge,1,63.42333676985705
2,16,edge,18,30.0132787421744
2,74,edge,7,79.88499406453874
2,38,edge,9,37.1538612226896
2,43,edge,15,47.79432053669146
3,76,edge,7,90.12824653347089
3,27,edge,18,42.40694557817672
3,59,edge,16,142.37034165638494
3,35,edge,16,152.8081186776761
3,0,edge,1,57.819884426859936
3,56,edge,9,166.52292912321155
3,13,edge,10,90.87011138908149
3,74,edge,1,62.65402270264197
3,56,edge,9,116.92393455500628
3,51,edge,8,35.56154914784058
3,43,edge,1,64.29104943273725
3,23,edge,10,79.81140334832243
3,5,edge,13,50.895495979159286
3,47,edge,3,69.13342127948263
3,79,edge,14,24.101776653927597
3,52,edge,19,18.179740259767314
3,50,edge,6,54.00810414146519
3,24,edge,19,76.54608503186594
3,19,edge,18,97.32174147072881
3,49,edge,17,49.42593736043264
4,2,edge,12,48.24526926320746
4,48,edge,11,49.97236598013726
4,71,edge,15,40.48164621734264
4,41,edge,18,57.66845829057199
4,58,edge,13,52.87158447453524
